model,adc_bits,chip_area_um2,adc_area_um2,adc_area_pct,array_area_um2,accum_area_um2,ic_area_um2,adc_energy_pJ,energy_pJ
opt125m,3,667651560.0,26204536.0,3.924882014804249,28867196.0,103500896.0,92337396.0,1319266.2399999998,4577761.199999999
opt125m,4,694568040.0,40571852.0,5.841307066187497,28867196.0,111511072.0,94305844.0,2169232.6399999997,5140634.8
opt125m,5,731032080.0,63646808.0,8.706431597365741,28867196.0,119521348.0,96914036.0,3817658.96,6110329.6
opt125m,6,806379280.0,125229276.0,15.52982313732069,28867196.0,127531452.0,102108160.0,7088750.4,7921572.4
opt125m,7,936600880.0,228432440.0,24.389517976963678,28867196.0,135541608.0,110543800.0,13618066.4,11400583.2
opt125m,8,1146858560.0,407423880.0,35.52520722346093,28867196.0,143551784.0,123008940.0,26670320.0,18204649.2
opt125m,9,1671536160.0,821337560.0,49.13669112608368,28867196.0,151562060.0,149834300.0,52771504.0,31738088.0
opt125m,10,2821708600.0,1802794840.0,63.890184833402,28867196.0,159572284.0,196584200.0,104972336.0,58680888.0
