1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,2048,0,1
1,1,2048,1,1,8192,0,1
1,1,8192,1,1,2048,0,1
1,1,2048,1,1,50272,0,1
