adc_bits,ppl_baseline,sat_baseline,ppl_cim_sq,sat_cim_sq
3,805.0569798429992,0.10351680644535693,780.8813232604199,0.10322502718369733
4,710.5356384185727,0.10282171432153328,708.9305808050303,0.10325840005391297
5,703.3020559490205,0.10299228029952974,702.9066764261274,0.10274243486663105
6,686.4620749474838,0.10288237538087876,699.0000488707531,0.10258800739049781
7,683.0196883629011,0.10289352642008585,693.0447953926775,0.10279753051102117
8,680.9760559408206,0.10279852953442582,691.4326602595834,0.10291712460561529
9,670.9071184953599,0.10251691375761227,683.8798209137761,0.10273997907184938
10,676.0697449119019,0.10265993045900747,685.6518210167958,0.1031148581647269
